;Method;nselected;tn;fn;fp;tp;data.i;sensitivity;specificity;false.pos.rate;false.neg.rate;false.disc.rate;false.omit.rate;expo;ICC
tot.5122;Raw.ExWAS.MLM.by;2;497;1;0;2;94;66,7;100;0;33,3;0;0,2;3;1
tot.5123;Raw.ENET.min;20;480;0;17;3;94;100;96,6;3,4;0;85;0;3;1
tot.5124;Raw.ENET.opt;3;496;1;1;2;94;66,7;99,8;0,2;33,3;33,3;0,2;3;1
tot.5125;Raw.sPLS;3;496;1;1;2;94;66,7;99,8;0,2;33,3;33,3;0,2;3;1
tot.5126;Raw.sNPLS;3;497;0;0;3;94;100;100;0;0;0;0;3;1
tot.5127;Raw.MMPC;8;491;1;6;2;94;66,7;98,8;1,2;33,3;75;0,2;3;1
tot.5128;Raw.DSA;3;497;0;0;3;94;100;100;0;0;0;0;3;1
tot.5129;Av.ExWAS.none;31;469;0;28;3;94;100;94,4;5,6;0;90,3;0;3;1
tot.5130;Av.ExWAS.MLM.none;2;497;1;0;2;94;66,7;100;0;33,3;0;0,2;3;1
tot.5131;Av.Exwas.bon;11;489;0;8;3;94;100;98,4;1,6;0;72,7;0;3;1
tot.5132;Av.Exwas.MLM.bon;2;497;1;0;2;94;66,7;100;0;33,3;0;0,2;3;1
tot.5133;Av.ExWAS.bh;12;488;0;9;3;94;100;98,2;1,8;0;75;0;3;1
tot.5134;Av.ExWAS.MLM.bh;2;497;1;0;2;94;66,7;100;0;33,3;0;0,2;3;1
tot.5135;Av.ExWAS.by;11;489;0;8;3;94;100;98,4;1,6;0;72,7;0;3;1
tot.5136;Av.ExWAS.MLM.by;2;497;1;0;2;94;66,7;100;0;33,3;0;0,2;3;1
tot.5137;Av.ENET.min;41;459;0;38;3;94;100;92,4;7,6;0;92,7;0;3;1
tot.5138;Av.ENET.opt;1;497;2;0;1;94;33,3;100;0;66,7;0;0,4;3;1
tot.5139;Av.sPLS;3;496;1;1;2;94;66,7;99,8;0,2;33,3;33,3;0,2;3;1
tot.5140;Av.MMPC;5;494;1;3;2;94;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.5141;Av.DSA;3;497;0;0;3;94;100;100;0;0;0;0;3;1
tot.5142;DLNMpen.none;39;460;1;37;2;94;66,7;92,6;7,4;33,3;94,9;0,2;3;1
tot.5143;DLNMpen.bonf;9;490;1;7;2;94;66,7;98,6;1,4;33,3;77,8;0,2;3;1
tot.5144;DLNMpen.bh;16;483;1;14;2;94;66,7;97,2;2,8;33,3;87,5;0,2;3;1
tot.5145;DLNMpen.by;7;492;1;5;2;94;66,7;99;1;33,3;71,4;0,2;3;1
tot.5146;DLNMselect.none;27;472;1;25;2;94;66,7;95;5;33,3;92,6;0,2;3;1
tot.5147;DLNMselect.bonf;8;491;1;6;2;94;66,7;98,8;1,2;33,3;75;0,2;3;1
tot.5148;DLNMselect.bh;17;482;1;15;2;94;66,7;97;3;33,3;88,2;0,2;3;1
tot.5149;DLNMselect.by;8;491;1;6;2;94;66,7;98,8;1,2;33,3;75;0,2;3;1
tot.5150;DLNMselectback.none;20;479;1;18;2;94;66,7;96,4;3,6;33,3;90;0,2;3;1
tot.5151;DLNMselectback.bonf;5;494;1;3;2;94;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.5152;DLNMselectback.bh;13;486;1;11;2;94;66,7;97,8;2,2;33,3;84,6;0,2;3;1
tot.5153;DLNMselectback.by;5;494;1;3;2;94;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.5154;DLNMselectforward.none;23;476;1;21;2;94;66,7;95,8;4,2;33,3;91,3;0,2;3;1
tot.5155;DLNMselectforward.bonf;13;486;1;11;2;94;66,7;97,8;2,2;33,3;84,6;0,2;3;1
tot.5156;DLNMselectforward.bh;23;476;1;21;2;94;66,7;95,8;4,2;33,3;91,3;0,2;3;1
tot.5157;DLNMselectforward.by;16;483;1;14;2;94;66,7;97,2;2,8;33,3;87,5;0,2;3;1
tot.5158;Av.DLNMpen.none;12;487;1;10;2;94;66,7;98;2;33,3;83,3;0,2;3;1
tot.5159;Av.DLNMpen.bonf;7;492;1;5;2;94;66,7;99;1;33,3;71,4;0,2;3;1
tot.5160;Av.DLNMpen.bh;12;487;1;10;2;94;66,7;98;2;33,3;83,3;0,2;3;1
tot.5161;Av.DLNMpen.by;10;489;1;8;2;94;66,7;98,4;1,6;33,3;80;0,2;3;1
tot.5162;Av.DLNMselect.none;8;491;1;6;2;94;66,7;98,8;1,2;33,3;75;0,2;3;1
tot.5163;Av.DLNMselect.bonf;6;493;1;4;2;94;66,7;99,2;0,8;33,3;66,7;0,2;3;1
tot.5164;Av.DLNMselect.bh;8;491;1;6;2;94;66,7;98,8;1,2;33,3;75;0,2;3;1
tot.5165;Av.DLNMselect.by;6;493;1;4;2;94;66,7;99,2;0,8;33,3;66,7;0,2;3;1
tot.5166;Av.DLNMselectback.none;7;492;1;5;2;94;66,7;99;1;33,3;71,4;0,2;3;1
tot.5167;Av.DLNMselectback.bonf;7;492;1;5;2;94;66,7;99;1;33,3;71,4;0,2;3;1
tot.5168;Av.DLNMselectback.bh;7;492;1;5;2;94;66,7;99;1;33,3;71,4;0,2;3;1
tot.5169;Av.DLNMselectback.by;7;492;1;5;2;94;66,7;99;1;33,3;71,4;0,2;3;1
tot.5170;Raw.ExWAS.none;48;452;0;45;3;95;100;90,9;9,1;0;93,8;0;3;1
tot.5171;Raw.ExWAS.MLM.none;9;490;1;7;2;95;66,7;98,6;1,4;33,3;77,8;0,2;3;1
tot.5172;Raw.Exwas.bon;7;492;1;5;2;95;66,7;99;1;33,3;71,4;0,2;3;1
tot.5173;Raw.Exwas.MLM.bon;1;496;3;1;0;95;0;99,8;0,2;100;100;0,6;3;1
tot.5174;Raw.ExWAS.bh;13;486;1;11;2;95;66,7;97,8;2,2;33,3;84,6;0,2;3;1
tot.5175;Raw.ExWAS.MLM.bh;3;495;2;2;1;95;33,3;99,6;0,4;66,7;66,7;0,4;3;1
tot.5176;Raw.ExWAS.by;7;492;1;5;2;95;66,7;99;1;33,3;71,4;0,2;3;1
tot.5177;Raw.ExWAS.MLM.by;1;496;3;1;0;95;0;99,8;0,2;100;100;0,6;3;1
tot.5178;Raw.ENET.min;25;475;0;22;3;95;100;95,6;4,4;0;88;0;3;1
tot.5179;Raw.ENET.opt;1;496;3;1;0;95;0;99,8;0,2;100;100;0,6;3;1
tot.5180;Raw.sPLS;13;486;1;11;2;95;66,7;97,8;2,2;33,3;84,6;0,2;3;1
tot.5181;Raw.sNPLS;8;490;2;7;1;95;33,3;98,6;1,4;66,7;87,5;0,4;3;1
tot.5182;Raw.MMPC;10;489;1;8;2;95;66,7;98,4;1,6;33,3;80;0,2;3;1
tot.5183;Raw.DSA;6;494;0;3;3;95;100;99,4;0,6;0;50;0;3;1
tot.5184;Av.ExWAS.none;33;467;0;30;3;95;100;94;6;0;90,9;0;3;1
tot.5185;Av.ExWAS.MLM.none;4;495;1;2;2;95;66,7;99,6;0,4;33,3;50;0,2;3;1
tot.5186;Av.Exwas.bon;9;490;1;7;2;95;66,7;98,6;1,4;33,3;77,8;0,2;3;1
tot.5187;Av.Exwas.MLM.bon;1;496;3;1;0;95;0;99,8;0,2;100;100;0,6;3;1
tot.5188;Av.ExWAS.bh;13;486;1;11;2;95;66,7;97,8;2,2;33,3;84,6;0,2;3;1
tot.5189;Av.ExWAS.MLM.bh;1;496;3;1;0;95;0;99,8;0,2;100;100;0,6;3;1
tot.5190;Av.ExWAS.by;9;489;2;8;1;95;33,3;98,4;1,6;66,7;88,9;0,4;3;1
tot.5191;Av.ExWAS.MLM.by;1;496;3;1;0;95;0;99,8;0,2;100;100;0,6;3;1
tot.5192;Av.ENET.min;33;467;0;30;3;95;100;94;6;0;90,9;0;3;1
tot.5193;Av.ENET.opt;0;497;3;0;0;95;0;100;0;100;0;0,6;3;1
tot.5194;Av.sPLS;5;494;1;3;2;95;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.5195;Av.MMPC;5;493;2;4;1;95;33,3;99,2;0,8;66,7;80;0,4;3;1
tot.5196;Av.DSA;8;490;2;7;1;95;33,3;98,6;1,4;66,7;87,5;0,4;3;1
tot.5197;DLNMpen.none;23;476;1;21;2;95;66,7;95,8;4,2;33,3;91,3;0,2;3;1
tot.5198;DLNMpen.bonf;5;494;1;3;2;95;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.5199;DLNMpen.bh;14;485;1;12;2;95;66,7;97,6;2,4;33,3;85,7;0,2;3;1
tot.5200;DLNMpen.by;5;494;1;3;2;95;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.5201;DLNMselect.none;20;478;2;19;1;95;33,3;96,2;3,8;66,7;95;0,4;3;1
tot.5202;DLNMselect.bonf;3;495;2;2;1;95;33,3;99,6;0,4;66,7;66,7;0,4;3;1
tot.5203;DLNMselect.bh;8;490;2;7;1;95;33,3;98,6;1,4;66,7;87,5;0,4;3;1
tot.5204;DLNMselect.by;3;495;2;2;1;95;33,3;99,6;0,4;66,7;66,7;0,4;3;1
tot.5205;DLNMselectback.none;17;481;2;16;1;95;33,3;96,8;3,2;66,7;94,1;0,4;3;1
tot.5206;DLNMselectback.bonf;3;495;2;2;1;95;33,3;99,6;0,4;66,7;66,7;0,4;3;1
tot.5207;DLNMselectback.bh;8;490;2;7;1;95;33,3;98,6;1,4;66,7;87,5;0,4;3;1
tot.5208;DLNMselectback.by;3;495;2;2;1;95;33,3;99,6;0,4;66,7;66,7;0,4;3;1
tot.5209;DLNMselectforward.none;24;474;2;23;1;95;33,3;95,4;4,6;66,7;95,8;0,4;3;1
tot.5210;DLNMselectforward.bonf;14;484;2;13;1;95;33,3;97,4;2,6;66,7;92,9;0,4;3;1
tot.5211;DLNMselectforward.bh;24;474;2;23;1;95;33,3;95,4;4,6;66,7;95,8;0,4;3;1
tot.5212;DLNMselectforward.by;14;484;2;13;1;95;33,3;97,4;2,6;66,7;92,9;0,4;3;1
tot.5213;Av.DLNMpen.none;20;479;1;18;2;95;66,7;96,4;3,6;33,3;90;0,2;3;1
tot.5214;Av.DLNMpen.bonf;14;485;1;12;2;95;66,7;97,6;2,4;33,3;85,7;0,2;3;1
tot.5215;Av.DLNMpen.bh;20;479;1;18;2;95;66,7;96,4;3,6;33,3;90;0,2;3;1
tot.5216;Av.DLNMpen.by;17;482;1;15;2;95;66,7;97;3;33,3;88,2;0,2;3;1
tot.5217;Av.DLNMselect.none;12;487;1;10;2;95;66,7;98;2;33,3;83,3;0,2;3;1
tot.5218;Av.DLNMselect.bonf;3;495;2;2;1;95;33,3;99,6;0,4;66,7;66,7;0,4;3;1
tot.5219;Av.DLNMselect.bh;12;487;1;10;2;95;66,7;98;2;33,3;83,3;0,2;3;1
tot.5220;Av.DLNMselect.by;3;495;2;2;1;95;33,3;99,6;0,4;66,7;66,7;0,4;3;1
tot.5221;Av.DLNMselectback.none;12;488;0;9;3;95;100;98,2;1,8;0;75;0;3;1
tot.5222;Av.DLNMselectback.bonf;7;492;1;5;2;95;66,7;99;1;33,3;71,4;0,2;3;1
tot.5223;Av.DLNMselectback.bh;12;488;0;9;3;95;100;98,2;1,8;0;75;0;3;1
tot.5224;Av.DLNMselectback.by;12;488;0;9;3;95;100;98,2;1,8;0;75;0;3;1
tot.5225;Raw.ExWAS.none;51;449;0;48;3;96;100;90,3;9,7;0;94,1;0;3;1
tot.5226;Raw.ExWAS.MLM.none;10;487;3;10;0;96;0;98;2;100;100;0,6;3;1
tot.5227;Raw.Exwas.bon;3;495;2;2;1;96;33,3;99,6;0,4;66,7;66,7;0,4;3;1
tot.5228;Raw.Exwas.MLM.bon;0;497;3;0;0;96;0;100;0;100;0;0,6;3;1
tot.5229;Raw.ExWAS.bh;6;492;2;5;1;96;33,3;99;1;66,7;83,3;0,4;3;1
tot.5230;Raw.ExWAS.MLM.bh;1;496;3;1;0;96;0;99,8;0,2;100;100;0,6;3;1
tot.5231;Raw.ExWAS.by;0;497;3;0;0;96;0;100;0;100;0;0,6;3;1
tot.5232;Raw.ExWAS.MLM.by;0;497;3;0;0;96;0;100;0;100;0;0,6;3;1
tot.5233;Raw.ENET.min;58;441;1;56;2;96;66,7;88,7;11,3;33,3;96,6;0,2;3;1
tot.5234;Raw.ENET.opt;0;497;3;0;0;96;0;100;0;100;0;0,6;3;1
tot.5235;Raw.sPLS;4;494;2;3;1;96;33,3;99,4;0,6;66,7;75;0,4;3;1
tot.5236;Raw.sNPLS;10;489;1;8;2;96;66,7;98,4;1,6;33,3;80;0,2;3;1
tot.5237;Raw.MMPC;12;486;2;11;1;96;33,3;97,8;2,2;66,7;91,7;0,4;3;1
tot.5238;Raw.DSA;0;497;3;0;0;96;0;100;0;100;0;0,6;3;1
tot.5239;Av.ExWAS.none;34;465;1;32;2;96;66,7;93,6;6,4;33,3;94,1;0,2;3;1
tot.5240;Av.ExWAS.MLM.none;7;490;3;7;0;96;0;98,6;1,4;100;100;0,6;3;1
tot.5241;Av.Exwas.bon;5;493;2;4;1;96;33,3;99,2;0,8;66,7;80;0,4;3;1
tot.5242;Av.Exwas.MLM.bon;0;497;3;0;0;96;0;100;0;100;0;0,6;3;1
tot.5243;Av.ExWAS.bh;10;489;1;8;2;96;66,7;98,4;1,6;33,3;80;0,2;3;1
tot.5244;Av.ExWAS.MLM.bh;0;497;3;0;0;96;0;100;0;100;0;0,6;3;1
tot.5245;Av.ExWAS.by;5;493;2;4;1;96;33,3;99,2;0,8;66,7;80;0,4;3;1
tot.5246;Av.ExWAS.MLM.by;0;497;3;0;0;96;0;100;0;100;0;0,6;3;1
tot.5247;Av.ENET.min;54;444;2;53;1;96;33,3;89,3;10,7;66,7;98,1;0,4;3;1
tot.5248;Av.ENET.opt;0;497;3;0;0;96;0;100;0;100;0;0,6;3;1
tot.5249;Av.sPLS;10;489;1;8;2;96;66,7;98,4;1,6;33,3;80;0,2;3;1
tot.5250;Av.MMPC;6;491;3;6;0;96;0;98,8;1,2;100;100;0,6;3;1
tot.5251;Av.DSA;6;492;2;5;1;96;33,3;99;1;66,7;83,3;0,4;3;1
tot.5252;DLNMpen.none;26;472;2;25;1;96;33,3;95;5;66,7;96,2;0,4;3;1
tot.5253;DLNMpen.bonf;1;496;3;1;0;96;0;99,8;0,2;100;100;0,6;3;1
tot.5254;DLNMpen.bh;1;496;3;1;0;96;0;99,8;0,2;100;100;0,6;3;1
tot.5255;DLNMpen.by;0;497;3;0;0;96;0;100;0;100;0;0,6;3;1
tot.5256;DLNMselect.none;22;475;3;22;0;96;0;95,6;4,4;100;100;0,6;3;1
tot.5257;DLNMselect.bonf;1;496;3;1;0;96;0;99,8;0,2;100;100;0,6;3;1
tot.5258;DLNMselect.bh;3;494;3;3;0;96;0;99,4;0,6;100;100;0,6;3;1
tot.5259;DLNMselect.by;1;496;3;1;0;96;0;99,8;0,2;100;100;0,6;3;1
tot.5260;DLNMselectback.none;22;475;3;22;0;96;0;95,6;4,4;100;100;0,6;3;1
tot.5261;DLNMselectback.bonf;1;496;3;1;0;96;0;99,8;0,2;100;100;0,6;3;1
tot.5262;DLNMselectback.bh;3;494;3;3;0;96;0;99,4;0,6;100;100;0,6;3;1
tot.5263;DLNMselectback.by;1;496;3;1;0;96;0;99,8;0,2;100;100;0,6;3;1
tot.5264;DLNMselectforward.none;21;476;3;21;0;96;0;95,8;4,2;100;100;0,6;3;1
tot.5265;DLNMselectforward.bonf;6;491;3;6;0;96;0;98,8;1,2;100;100;0,6;3;1
tot.5266;DLNMselectforward.bh;21;476;3;21;0;96;0;95,8;4,2;100;100;0,6;3;1
tot.5267;DLNMselectforward.by;7;490;3;7;0;96;0;98,6;1,4;100;100;0,6;3;1
tot.5268;Av.DLNMpen.none;14;483;3;14;0;96;0;97,2;2,8;100;100;0,6;3;1
tot.5269;Av.DLNMpen.bonf;3;494;3;3;0;96;0;99,4;0,6;100;100;0,6;3;1
tot.5270;Av.DLNMpen.bh;6;491;3;6;0;96;0;98,8;1,2;100;100;0,6;3;1
tot.5271;Av.DLNMpen.by;1;496;3;1;0;96;0;99,8;0,2;100;100;0,6;3;1
tot.5272;Av.DLNMselect.none;12;485;3;12;0;96;0;97,6;2,4;100;100;0,6;3;1
tot.5273;Av.DLNMselect.bonf;1;496;3;1;0;96;0;99,8;0,2;100;100;0,6;3;1
tot.5274;Av.DLNMselect.bh;12;485;3;12;0;96;0;97,6;2,4;100;100;0,6;3;1
tot.5275;Av.DLNMselect.by;7;490;3;7;0;96;0;98,6;1,4;100;100;0,6;3;1
tot.5276;Av.DLNMselectback.none;11;486;3;11;0;96;0;97,8;2,2;100;100;0,6;3;1
tot.5277;Av.DLNMselectback.bonf;7;490;3;7;0;96;0;98,6;1,4;100;100;0,6;3;1
tot.5278;Av.DLNMselectback.bh;11;486;3;11;0;96;0;97,8;2,2;100;100;0,6;3;1
tot.5279;Av.DLNMselectback.by;8;489;3;8;0;96;0;98,4;1,6;100;100;0,6;3;1
tot.5280;Raw.ExWAS.none;48;452;0;45;3;97;100;90,9;9,1;0;93,8;0;3;1
tot.5281;Raw.ExWAS.MLM.none;5;494;1;3;2;97;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.5282;Raw.Exwas.bon;8;491;1;6;2;97;66,7;98,8;1,2;33,3;75;0,2;3;1
tot.5283;Raw.Exwas.MLM.bon;1;497;2;0;1;97;33,3;100;0;66,7;0;0,4;3;1
tot.5284;Raw.ExWAS.bh;14;485;1;12;2;97;66,7;97,6;2,4;33,3;85,7;0,2;3;1
tot.5285;Raw.ExWAS.MLM.bh;1;497;2;0;1;97;33,3;100;0;66,7;0;0,4;3;1
tot.5286;Raw.ExWAS.by;8;491;1;6;2;97;66,7;98,8;1,2;33,3;75;0,2;3;1
tot.5287;Raw.ExWAS.MLM.by;1;497;2;0;1;97;33,3;100;0;66,7;0;0,4;3;1
tot.5288;Raw.ENET.min;27;473;0;24;3;97;100;95,2;4,8;0;88,9;0;3;1
tot.5289;Raw.ENET.opt;2;496;2;1;1;97;33,3;99,8;0,2;66,7;50;0,4;3;1
tot.5290;Raw.sPLS;4;495;1;2;2;97;66,7;99,6;0,4;33,3;50;0,2;3;1
tot.5291;Raw.sNPLS;2;497;1;0;2;97;66,7;100;0;33,3;0;0,2;3;1
tot.5292;Raw.MMPC;7;492;1;5;2;97;66,7;99;1;33,3;71,4;0,2;3;1
tot.5293;Raw.DSA;2;496;2;1;1;97;33,3;99,8;0,2;66,7;50;0,4;3;1
tot.5294;Av.ExWAS.none;30;470;0;27;3;97;100;94,6;5,4;0;90;0;3;1
tot.5295;Av.ExWAS.MLM.none;2;497;1;0;2;97;66,7;100;0;33,3;0;0,2;3;1
tot.5296;Av.Exwas.bon;13;486;1;11;2;97;66,7;97,8;2,2;33,3;84,6;0,2;3;1
tot.5297;Av.Exwas.MLM.bon;1;497;2;0;1;97;33,3;100;0;66,7;0;0,4;3;1
tot.5298;Av.ExWAS.bh;20;479;1;18;2;97;66,7;96,4;3,6;33,3;90;0,2;3;1
tot.5299;Av.ExWAS.MLM.bh;1;497;2;0;1;97;33,3;100;0;66,7;0;0,4;3;1
tot.5300;Av.ExWAS.by;14;485;1;12;2;97;66,7;97,6;2,4;33,3;85,7;0,2;3;1
tot.5301;Av.ExWAS.MLM.by;1;497;2;0;1;97;33,3;100;0;66,7;0;0,4;3;1
tot.5302;Av.ENET.min;5;494;1;3;2;97;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.5303;Av.ENET.opt;0;497;3;0;0;97;0;100;0;100;0;0,6;3;1
tot.5304;Av.sPLS;2;496;2;1;1;97;33,3;99,8;0,2;66,7;50;0,4;3;1
tot.5305;Av.MMPC;3;495;2;2;1;97;33,3;99,6;0,4;66,7;66,7;0,4;3;1
tot.5306;Av.DSA;2;496;2;1;1;97;33,3;99,8;0,2;66,7;50;0,4;3;1
tot.5307;DLNMpen.none;24;475;1;22;2;97;66,7;95,6;4,4;33,3;91,7;0,2;3;1
tot.5308;DLNMpen.bonf;7;491;2;6;1;97;33,3;98,8;1,2;66,7;85,7;0,4;3;1
tot.5309;DLNMpen.bh;7;491;2;6;1;97;33,3;98,8;1,2;66,7;85,7;0,4;3;1
tot.5310;DLNMpen.by;7;491;2;6;1;97;33,3;98,8;1,2;66,7;85,7;0,4;3;1
tot.5311;DLNMselect.none;20;479;1;18;2;97;66,7;96,4;3,6;33,3;90;0,2;3;1
tot.5312;DLNMselect.bonf;10;488;2;9;1;97;33,3;98,2;1,8;66,7;90;0,4;3;1
tot.5313;DLNMselect.bh;10;488;2;9;1;97;33,3;98,2;1,8;66,7;90;0,4;3;1
tot.5314;DLNMselect.by;10;488;2;9;1;97;33,3;98,2;1,8;66,7;90;0,4;3;1
tot.5315;DLNMselectback.none;21;478;1;19;2;97;66,7;96,2;3,8;33,3;90,5;0,2;3;1
tot.5316;DLNMselectback.bonf;10;488;2;9;1;97;33,3;98,2;1,8;66,7;90;0,4;3;1
tot.5317;DLNMselectback.bh;10;488;2;9;1;97;33,3;98,2;1,8;66,7;90;0,4;3;1
tot.5318;DLNMselectback.by;10;488;2;9;1;97;33,3;98,2;1,8;66,7;90;0,4;3;1
tot.5319;DLNMselectforward.none;21;478;1;19;2;97;66,7;96,2;3,8;33,3;90,5;0,2;3;1
tot.5320;DLNMselectforward.bonf;10;488;2;9;1;97;33,3;98,2;1,8;66,7;90;0,4;3;1
tot.5321;DLNMselectforward.bh;21;478;1;19;2;97;66,7;96,2;3,8;33,3;90,5;0,2;3;1
tot.5322;DLNMselectforward.by;16;483;1;14;2;97;66,7;97,2;2,8;33,3;87,5;0,2;3;1
tot.5323;Av.DLNMpen.none;9;490;1;7;2;97;66,7;98,6;1,4;33,3;77,8;0,2;3;1
tot.5324;Av.DLNMpen.bonf;5;494;1;3;2;97;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.5325;Av.DLNMpen.bh;9;490;1;7;2;97;66,7;98,6;1,4;33,3;77,8;0,2;3;1
tot.5326;Av.DLNMpen.by;5;494;1;3;2;97;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.5327;Av.DLNMselect.none;6;493;1;4;2;97;66,7;99,2;0,8;33,3;66,7;0,2;3;1
tot.5328;Av.DLNMselect.bonf;3;495;2;2;1;97;33,3;99,6;0,4;66,7;66,7;0,4;3;1
tot.5329;Av.DLNMselect.bh;6;493;1;4;2;97;66,7;99,2;0,8;33,3;66,7;0,2;3;1
tot.5330;Av.DLNMselect.by;4;495;1;2;2;97;66,7;99,6;0,4;33,3;50;0,2;3;1
tot.5331;Av.DLNMselectback.none;6;493;1;4;2;97;66,7;99,2;0,8;33,3;66,7;0,2;3;1
tot.5332;Av.DLNMselectback.bonf;4;495;1;2;2;97;66,7;99,6;0,4;33,3;50;0,2;3;1
tot.5333;Av.DLNMselectback.bh;6;493;1;4;2;97;66,7;99,2;0,8;33,3;66,7;0,2;3;1
tot.5334;Av.DLNMselectback.by;4;495;1;2;2;97;66,7;99,6;0,4;33,3;50;0,2;3;1
tot.5335;Raw.ExWAS.none;43;457;0;40;3;98;100;92;8;0;93;0;3;1
tot.5336;Raw.ExWAS.MLM.none;10;489;1;8;2;98;66,7;98,4;1,6;33,3;80;0,2;3;1
tot.5337;Raw.Exwas.bon;3;496;1;1;2;98;66,7;99,8;0,2;33,3;33,3;0,2;3;1
tot.5338;Raw.Exwas.MLM.bon;2;497;1;0;2;98;66,7;100;0;33,3;0;0,2;3;1
tot.5339;Raw.ExWAS.bh;3;496;1;1;2;98;66,7;99,8;0,2;33,3;33,3;0,2;3;1
tot.5340;Raw.ExWAS.MLM.bh;2;497;1;0;2;98;66,7;100;0;33,3;0;0,2;3;1
tot.5341;Raw.ExWAS.by;2;497;1;0;2;98;66,7;100;0;33,3;0;0,2;3;1
tot.5342;Raw.ExWAS.MLM.by;2;497;1;0;2;98;66,7;100;0;33,3;0;0,2;3;1
tot.5343;Raw.ENET.min;33;467;0;30;3;98;100;94;6;0;90,9;0;3;1
tot.5344;Raw.ENET.opt;0;497;3;0;0;98;0;100;0;100;0;0,6;3;1
tot.5345;Raw.sPLS;8;491;1;6;2;98;66,7;98,8;1,2;33,3;75;0,2;3;1
tot.5346;Raw.sNPLS;12;487;1;10;2;98;66,7;98;2;33,3;83,3;0,2;3;1
tot.5347;Raw.MMPC;9;491;0;6;3;98;100;98,8;1,2;0;66,7;0;3;1
tot.5348;Raw.DSA;2;497;1;0;2;98;66,7;100;0;33,3;0;0,2;3;1
tot.5349;Av.ExWAS.none;31;469;0;28;3;98;100;94,4;5,6;0;90,3;0;3;1
tot.5350;Av.ExWAS.MLM.none;4;495;1;2;2;98;66,7;99,6;0,4;33,3;50;0,2;3;1
tot.5351;Av.Exwas.bon;5;494;1;3;2;98;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.5352;Av.Exwas.MLM.bon;2;497;1;0;2;98;66,7;100;0;33,3;0;0,2;3;1
tot.5353;Av.ExWAS.bh;14;485;1;12;2;98;66,7;97,6;2,4;33,3;85,7;0,2;3;1
tot.5354;Av.ExWAS.MLM.bh;2;497;1;0;2;98;66,7;100;0;33,3;0;0,2;3;1
tot.5355;Av.ExWAS.by;7;492;1;5;2;98;66,7;99;1;33,3;71,4;0,2;3;1
tot.5356;Av.ExWAS.MLM.by;2;497;1;0;2;98;66,7;100;0;33,3;0;0,2;3;1
tot.5357;Av.ENET.min;33;467;0;30;3;98;100;94;6;0;90,9;0;3;1
tot.5358;Av.ENET.opt;0;497;3;0;0;98;0;100;0;100;0;0,6;3;1
tot.5359;Av.sPLS;51;449;0;48;3;98;100;90,3;9,7;0;94,1;0;3;1
tot.5360;Av.MMPC;5;495;0;2;3;98;100;99,6;0,4;0;40;0;3;1
tot.5361;Av.DSA;4;495;1;2;2;98;66,7;99,6;0,4;33,3;50;0,2;3;1
tot.5362;DLNMpen.none;21;478;1;19;2;98;66,7;96,2;3,8;33,3;90,5;0,2;3;1
tot.5363;DLNMpen.bonf;4;495;1;2;2;98;66,7;99,6;0,4;33,3;50;0,2;3;1
tot.5364;DLNMpen.bh;4;495;1;2;2;98;66,7;99,6;0,4;33,3;50;0,2;3;1
tot.5365;DLNMpen.by;2;496;2;1;1;98;33,3;99,8;0,2;66,7;50;0,4;3;1
tot.5366;DLNMselect.none;19;480;1;17;2;98;66,7;96,6;3,4;33,3;89,5;0,2;3;1
tot.5367;DLNMselect.bonf;7;492;1;5;2;98;66,7;99;1;33,3;71,4;0,2;3;1
tot.5368;DLNMselect.bh;9;490;1;7;2;98;66,7;98,6;1,4;33,3;77,8;0,2;3;1
tot.5369;DLNMselect.by;7;492;1;5;2;98;66,7;99;1;33,3;71,4;0,2;3;1
tot.5370;DLNMselectback.none;13;486;1;11;2;98;66,7;97,8;2,2;33,3;84,6;0,2;3;1
tot.5371;DLNMselectback.bonf;7;492;1;5;2;98;66,7;99;1;33,3;71,4;0,2;3;1
tot.5372;DLNMselectback.bh;9;490;1;7;2;98;66,7;98,6;1,4;33,3;77,8;0,2;3;1
tot.5373;DLNMselectback.by;7;492;1;5;2;98;66,7;99;1;33,3;71,4;0,2;3;1
tot.5374;DLNMselectforward.none;17;482;1;15;2;98;66,7;97;3;33,3;88,2;0,2;3;1
tot.5375;DLNMselectforward.bonf;8;491;1;6;2;98;66,7;98,8;1,2;33,3;75;0,2;3;1
tot.5376;DLNMselectforward.bh;17;482;1;15;2;98;66,7;97;3;33,3;88,2;0,2;3;1
tot.5377;DLNMselectforward.by;8;491;1;6;2;98;66,7;98,8;1,2;33,3;75;0,2;3;1
tot.5378;Av.DLNMpen.none;13;486;1;11;2;98;66,7;97,8;2,2;33,3;84,6;0,2;3;1
tot.5379;Av.DLNMpen.bonf;9;490;1;7;2;98;66,7;98,6;1,4;33,3;77,8;0,2;3;1
