;Method;nselected;tn;fn;fp;tp;data.i;sensitivity;specificity;false.pos.rate;false.neg.rate;false.disc.rate;false.omit.rate;expo;ICC
tot.49312;Av.DLNMselectback.bh;8;482;10;8;0;9;0;98,4;1,6;100;100;2;10;1
tot.49412;Av.DLNMselectback.by;8;482;10;8;0;9;0;98,4;1,6;100;100;2;10;1
tot.49512;Raw.ExWAS.none;66;431;3;59;7;10;70;88;12;30;89,4;0,7;10;1
tot.49612;Raw.ExWAS.MLM.none;6;486;8;4;2;10;20;99,2;0,8;80;66,7;1,6;10;1
tot.49712;Raw.Exwas.bon;3;490;7;0;3;10;30;100;0;70;0;1,4;10;1
tot.49812;Raw.Exwas.MLM.bon;2;490;8;0;2;10;20;100;0;80;0;1,6;10;1
tot.49912;Raw.ExWAS.bh;5;489;6;1;4;10;40;99,8;0,2;60;20;1,2;10;1
tot.50012;Raw.ExWAS.MLM.bh;3;489;8;1;2;10;20;99,8;0,2;80;33,3;1,6;10;1
tot.50112;Raw.ExWAS.by;3;490;7;0;3;10;30;100;0;70;0;1,4;10;1
tot.50212;Raw.ExWAS.MLM.by;2;490;8;0;2;10;20;100;0;80;0;1,6;10;1
tot.50312;Raw.ENET.min;11;485;4;5;6;10;60;99;1;40;45,5;0,8;10;1
tot.50412;Raw.ENET.opt;0;490;10;0;0;10;0;100;0;100;0;2;10;1
tot.50512;Raw.sPLS;3;489;8;1;2;10;20;99,8;0,2;80;33,3;1,6;10;1
tot.50612;Raw.sNPLS;2;490;8;0;2;10;20;100;0;80;0;1,6;10;1
tot.50712;Raw.MMPC;10;484;6;6;4;10;40;98,8;1,2;60;60;1,2;10;1
tot.50812;Raw.DSA;3;489;8;1;2;10;20;99,8;0,2;80;33,3;1,6;10;1
tot.50912;Av.ExWAS.none;51;446;3;44;7;10;70;91;9;30;86,3;0,7;10;1
tot.51012;Av.ExWAS.MLM.none;1;490;9;0;1;10;10;100;0;90;0;1,8;10;1
tot.51112;Av.Exwas.bon;9;485;6;5;4;10;40;99;1;60;55,6;1,2;10;1
tot.51212;Av.Exwas.MLM.bon;1;490;9;0;1;10;10;100;0;90;0;1,8;10;1
tot.51312;Av.ExWAS.bh;16;478;6;12;4;10;40;97,6;2,4;60;75;1,2;10;1
tot.51412;Av.ExWAS.MLM.bh;1;490;9;0;1;10;10;100;0;90;0;1,8;10;1
tot.51512;Av.ExWAS.by;12;482;6;8;4;10;40;98,4;1,6;60;66,7;1,2;10;1
tot.51612;Av.ExWAS.MLM.by;1;490;9;0;1;10;10;100;0;90;0;1,8;10;1
tot.51712;Av.ENET.min;38;457;5;33;5;10;50;93,3;6,7;50;86,8;1,1;10;1
tot.51812;Av.ENET.opt;0;490;10;0;0;10;0;100;0;100;0;2;10;1
tot.51912;Av.sPLS;2;490;8;0;2;10;20;100;0;80;0;1,6;10;1
tot.52012;Av.MMPC;5;487;8;3;2;10;20;99,4;0,6;80;60;1,6;10;1
tot.52112;Av.DSA;3;489;8;1;2;10;20;99,8;0,2;80;33,3;1,6;10;1
tot.52212;DLNMpen.none;30;466;4;24;6;10;60;95,1;4,9;40;80;0,9;10;1
tot.52312;DLNMpen.bonf;7;487;6;3;4;10;40;99,4;0,6;60;42,9;1,2;10;1
tot.52412;DLNMpen.bh;7;487;6;3;4;10;40;99,4;0,6;60;42,9;1,2;10;1
tot.52512;DLNMpen.by;7;487;6;3;4;10;40;99,4;0,6;60;42,9;1,2;10;1
tot.52612;DLNMselect.none;12;481;7;9;3;10;30;98,2;1,8;70;75;1,4;10;1
tot.52712;DLNMselect.bonf;3;488;9;2;1;10;10;99,6;0,4;90;66,7;1,8;10;1
tot.52812;DLNMselect.bh;3;488;9;2;1;10;10;99,6;0,4;90;66,7;1,8;10;1
tot.52912;DLNMselect.by;0;490;10;0;0;10;0;100;0;100;0;2;10;1
tot.53012;DLNMselectback.none;15;479;6;11;4;10;40;97,8;2,2;60;73,3;1,2;10;1
tot.53112;DLNMselectback.bonf;3;488;9;2;1;10;10;99,6;0,4;90;66,7;1,8;10;1
tot.53212;DLNMselectback.bh;3;488;9;2;1;10;10;99,6;0,4;90;66,7;1,8;10;1
tot.53312;DLNMselectback.by;0;490;10;0;0;10;0;100;0;100;0;2;10;1
tot.53412;DLNMselectforward.none;14;480;6;10;4;10;40;98;2;60;71,4;1,2;10;1
tot.53512;DLNMselectforward.bonf;11;482;7;8;3;10;30;98,4;1,6;70;72,7;1,4;10;1
tot.53612;DLNMselectforward.bh;14;480;6;10;4;10;40;98;2;60;71,4;1,2;10;1
tot.53712;DLNMselectforward.by;12;481;7;9;3;10;30;98,2;1,8;70;75;1,4;10;1
tot.53812;Av.DLNMpen.none;26;470;4;20;6;10;60;95,9;4,1;40;76,9;0,8;10;1
tot.53912;Av.DLNMpen.bonf;7;487;6;3;4;10;40;99,4;0,6;60;42,9;1,2;10;1
tot.54012;Av.DLNMpen.bh;20;476;4;14;6;10;60;97,1;2,9;40;70;0,8;10;1
tot.54112;Av.DLNMpen.by;7;487;6;3;4;10;40;99,4;0,6;60;42,9;1,2;10;1
tot.54212;Av.DLNMselect.none;10;483;7;7;3;10;30;98,6;1,4;70;70;1,4;10;1
tot.54312;Av.DLNMselect.bonf;0;490;10;0;0;10;0;100;0;100;0;2;10;1
tot.54412;Av.DLNMselect.bh;8;484;8;6;2;10;20;98,8;1,2;80;75;1,6;10;1
tot.54512;Av.DLNMselect.by;3;488;9;2;1;10;10;99,6;0,4;90;66,7;1,8;10;1
tot.54612;Av.DLNMselectback.none;11;483;6;7;4;10;40;98,6;1,4;60;63,6;1,2;10;1
tot.54712;Av.DLNMselectback.bonf;8;485;7;5;3;10;30;99;1;70;62,5;1,4;10;1
tot.54812;Av.DLNMselectback.bh;11;483;6;7;4;10;40;98,6;1,4;60;63,6;1,2;10;1
tot.54912;Av.DLNMselectback.by;9;484;7;6;3;10;30;98,8;1,2;70;66,7;1,4;10;1
tot.5509;Raw.ExWAS.none;66;433;1;57;9;11;90;88,4;11,6;10;86,4;0,2;10;1
tot.5513;Raw.ExWAS.MLM.none;7;486;7;4;3;11;30;99,2;0,8;70;57,1;1,4;10;1
tot.5522;Raw.Exwas.bon;1;490;9;0;1;11;10;100;0;90;0;1,8;10;1
tot.5532;Raw.Exwas.MLM.bon;1;490;9;0;1;11;10;100;0;90;0;1,8;10;1
tot.5542;Raw.ExWAS.bh;2;489;9;1;1;11;10;99,8;0,2;90;50;1,8;10;1
tot.5552;Raw.ExWAS.MLM.bh;2;489;9;1;1;11;10;99,8;0,2;90;50;1,8;10;1
tot.5562;Raw.ExWAS.by;0;490;10;0;0;11;0;100;0;100;0;2;10;1
tot.5572;Raw.ExWAS.MLM.by;0;490;10;0;0;11;0;100;0;100;0;2;10;1
tot.5582;Raw.ENET.min;25;470;5;20;5;11;50;95,9;4,1;50;80;1,1;10;1
tot.5592;Raw.ENET.opt;1;490;9;0;1;11;10;100;0;90;0;1,8;10;1
tot.5602;Raw.sPLS;0;490;10;0;0;11;0;100;0;100;0;2;10;1
tot.5613;Raw.sNPLS;38;460;2;30;8;11;80;93,9;6,1;20;78,9;0,4;10;1
tot.5622;Raw.MMPC;11;482;7;8;3;11;30;98,4;1,6;70;72,7;1,4;10;1
tot.5632;Raw.DSA;1;490;9;0;1;11;10;100;0;90;0;1,8;10;1
tot.5642;Av.ExWAS.none;46;452;2;38;8;11;80;92,2;7,8;20;82,6;0,4;10;1
tot.5652;Av.ExWAS.MLM.none;4;489;7;1;3;11;30;99,8;0,2;70;25;1,4;10;1
tot.5662;Av.Exwas.bon;4;487;9;3;1;11;10;99,4;0,6;90;75;1,8;10;1
tot.5672;Av.Exwas.MLM.bon;1;490;9;0;1;11;10;100;0;90;0;1,8;10;1
tot.5682;Av.ExWAS.bh;5;486;9;4;1;11;10;99,2;0,8;90;80;1,8;10;1
tot.5692;Av.ExWAS.MLM.bh;1;490;9;0;1;11;10;100;0;90;0;1,8;10;1
tot.5702;Av.ExWAS.by;5;486;9;4;1;11;10;99,2;0,8;90;80;1,8;10;1
tot.5713;Av.ExWAS.MLM.by;1;490;9;0;1;11;10;100;0;90;0;1,8;10;1
tot.5722;Av.ENET.min;51;445;4;45;6;11;60;90,8;9,2;40;88,2;0,9;10;1
tot.5732;Av.ENET.opt;1;490;9;0;1;11;10;100;0;90;0;1,8;10;1
tot.5742;Av.sPLS;10;482;8;8;2;11;20;98,4;1,6;80;80;1,6;10;1
tot.5752;Av.MMPC;6;486;8;4;2;11;20;99,2;0,8;80;66,7;1,6;10;1
tot.5762;Av.DSA;2;489;9;1;1;11;10;99,8;0,2;90;50;1,8;10;1
tot.5772;DLNMpen.none;16;477;7;13;3;11;30;97,3;2,7;70;81,2;1,4;10;1
tot.5782;DLNMpen.bonf;1;490;9;0;1;11;10;100;0;90;0;1,8;10;1
tot.5792;DLNMpen.bh;3;489;8;1;2;11;20;99,8;0,2;80;33,3;1,6;10;1
tot.5802;DLNMpen.by;0;490;10;0;0;11;0;100;0;100;0;2;10;1
tot.5813;DLNMselect.none;28;464;8;26;2;11;20;94,7;5,3;80;92,9;1,7;10;1
tot.5822;DLNMselect.bonf;5;487;8;3;2;11;20;99,4;0,6;80;60;1,6;10;1
tot.5832;DLNMselect.bh;22;470;8;20;2;11;20;95,9;4,1;80;90,9;1,7;10;1
tot.5842;DLNMselect.by;5;487;8;3;2;11;20;99,4;0,6;80;60;1,6;10;1
tot.5852;DLNMselectback.none;27;465;8;25;2;11;20;94,9;5,1;80;92,6;1,7;10;1
tot.5862;DLNMselectback.bonf;5;487;8;3;2;11;20;99,4;0,6;80;60;1,6;10;1
tot.5872;DLNMselectback.bh;24;468;8;22;2;11;20;95,5;4,5;80;91,7;1,7;10;1
tot.5882;DLNMselectback.by;5;487;8;3;2;11;20;99,4;0,6;80;60;1,6;10;1
tot.5892;DLNMselectforward.none;20;472;8;18;2;11;20;96,3;3,7;80;90;1,7;10;1
tot.5902;DLNMselectforward.bonf;12;480;8;10;2;11;20;98;2;80;83,3;1,6;10;1
tot.5913;DLNMselectforward.bh;20;472;8;18;2;11;20;96,3;3,7;80;90;1,7;10;1
tot.5922;DLNMselectforward.by;19;473;8;17;2;11;20;96,5;3,5;80;89,5;1,7;10;1
tot.5932;Av.DLNMpen.none;9;484;7;6;3;11;30;98,8;1,2;70;66,7;1,4;10;1
tot.5942;Av.DLNMpen.bonf;3;489;8;1;2;11;20;99,8;0,2;80;33,3;1,6;10;1
tot.5952;Av.DLNMpen.bh;5;487;8;3;2;11;20;99,4;0,6;80;60;1,6;10;1
tot.5962;Av.DLNMpen.by;3;489;8;1;2;11;20;99,8;0,2;80;33,3;1,6;10;1
tot.5972;Av.DLNMselect.none;6;485;9;5;1;11;10;99;1;90;83,3;1,8;10;1
tot.5982;Av.DLNMselect.bonf;3;488;9;2;1;11;10;99,6;0,4;90;66,7;1,8;10;1
tot.5992;Av.DLNMselect.bh;6;485;9;5;1;11;10;99;1;90;83,3;1,8;10;1
tot.6002;Av.DLNMselect.by;5;486;9;4;1;11;10;99,2;0,8;90;80;1,8;10;1
tot.6013;Av.DLNMselectback.none;6;485;9;5;1;11;10;99;1;90;83,3;1,8;10;1
tot.6022;Av.DLNMselectback.bonf;6;485;9;5;1;11;10;99;1;90;83,3;1,8;10;1
tot.6032;Av.DLNMselectback.bh;6;485;9;5;1;11;10;99;1;90;83,3;1,8;10;1
tot.6042;Av.DLNMselectback.by;6;485;9;5;1;11;10;99;1;90;83,3;1,8;10;1
tot.6052;Raw.ExWAS.none;42;453;5;37;5;12;50;92,4;7,6;50;88,1;1,1;10;1
tot.6062;Raw.ExWAS.MLM.none;12;482;6;8;4;12;40;98,4;1,6;60;66,7;1,2;10;1
tot.6072;Raw.Exwas.bon;6;487;7;3;3;12;30;99,4;0,6;70;50;1,4;10;1
tot.6082;Raw.Exwas.MLM.bon;3;490;7;0;3;12;30;100;0;70;0;1,4;10;1
tot.6092;Raw.ExWAS.bh;8;486;6;4;4;12;40;99,2;0,8;60;50;1,2;10;1
tot.6109;Raw.ExWAS.MLM.bh;4;490;6;0;4;12;40;100;0;60;0;1,2;10;1
tot.6113;Raw.ExWAS.by;6;487;7;3;3;12;30;99,4;0,6;70;50;1,4;10;1
tot.6122;Raw.ExWAS.MLM.by;3;490;7;0;3;12;30;100;0;70;0;1,4;10;1
tot.6132;Raw.ENET.min;60;436;4;54;6;12;60;89;11;40;90;0,9;10;1
tot.6142;Raw.ENET.opt;1;490;9;0;1;12;10;100;0;90;0;1,8;10;1
tot.6152;Raw.sPLS;8;486;6;4;4;12;40;99,2;0,8;60;50;1,2;10;1
tot.6162;Raw.sNPLS;16;481;3;9;7;12;70;98,2;1,8;30;56,2;0,6;10;1
tot.6172;Raw.MMPC;12;482;6;8;4;12;40;98,4;1,6;60;66,7;1,2;10;1
tot.6182;Raw.DSA;1;490;9;0;1;12;10;100;0;90;0;1,8;10;1
tot.6192;Av.ExWAS.none;19;474;7;16;3;12;30;96,7;3,3;70;84,2;1,5;10;1
tot.6202;Av.ExWAS.MLM.none;2;488;10;2;0;12;0;99,6;0,4;100;100;2;10;1
tot.6213;Av.Exwas.bon;1;489;10;1;0;12;0;99,8;0,2;100;100;2;10;1
tot.6222;Av.Exwas.MLM.bon;1;489;10;1;0;12;0;99,8;0,2;100;100;2;10;1
tot.6232;Av.ExWAS.bh;2;488;10;2;0;12;0;99,6;0,4;100;100;2;10;1
tot.6242;Av.ExWAS.MLM.bh;2;488;10;2;0;12;0;99,6;0,4;100;100;2;10;1
tot.6252;Av.ExWAS.by;0;490;10;0;0;12;0;100;0;100;0;2;10;1
tot.6262;Av.ExWAS.MLM.by;0;490;10;0;0;12;0;100;0;100;0;2;10;1
tot.6272;Av.ENET.min;20;471;9;19;1;12;10;96,1;3,9;90;95;1,9;10;1
tot.6282;Av.ENET.opt;1;490;9;0;1;12;10;100;0;90;0;1,8;10;1
tot.6292;Av.sPLS;14;478;8;12;2;12;20;97,6;2,4;80;85,7;1,6;10;1
tot.6302;Av.MMPC;4;486;10;4;0;12;0;99,2;0,8;100;100;2;10;1
tot.6313;Av.DSA;0;490;10;0;0;12;0;100;0;100;0;2;10;1
tot.6322;DLNMpen.none;25;470;5;20;5;12;50;95,9;4,1;50;80;1,1;10;1
tot.6332;DLNMpen.bonf;6;486;8;4;2;12;20;99,2;0,8;80;66,7;1,6;10;1
tot.6342;DLNMpen.bh;14;480;6;10;4;12;40;98;2;60;71,4;1,2;10;1
tot.6352;DLNMpen.by;6;486;8;4;2;12;20;99,2;0,8;80;66,7;1,6;10;1
tot.6362;DLNMselect.none;25;467;8;23;2;12;20;95,3;4,7;80;92;1,7;10;1
tot.6372;DLNMselect.bonf;3;487;10;3;0;12;0;99,4;0,6;100;100;2;10;1
tot.6382;DLNMselect.bh;13;479;8;11;2;12;20;97,8;2,2;80;84,6;1,6;10;1
tot.6392;DLNMselect.by;3;487;10;3;0;12;0;99,4;0,6;100;100;2;10;1
tot.6402;DLNMselectback.none;25;467;8;23;2;12;20;95,3;4,7;80;92;1,7;10;1
tot.6413;DLNMselectback.bonf;3;487;10;3;0;12;0;99,4;0,6;100;100;2;10;1
tot.6422;DLNMselectback.bh;14;478;8;12;2;12;20;97,6;2,4;80;85,7;1,6;10;1
tot.6432;DLNMselectback.by;3;487;10;3;0;12;0;99,4;0,6;100;100;2;10;1
tot.6442;DLNMselectforward.none;22;471;7;19;3;12;30;96,1;3,9;70;86,4;1,5;10;1
tot.6452;DLNMselectforward.bonf;12;480;8;10;2;12;20;98;2;80;83,3;1,6;10;1
tot.6462;DLNMselectforward.bh;22;471;7;19;3;12;30;96,1;3,9;70;86,4;1,5;10;1
tot.6472;DLNMselectforward.by;12;480;8;10;2;12;20;98;2;80;83,3;1,6;10;1
tot.6482;Av.DLNMpen.none;12;480;8;10;2;12;20;98;2;80;83,3;1,6;10;1
tot.6492;Av.DLNMpen.bonf;10;482;8;8;2;12;20;98,4;1,6;80;80;1,6;10;1
tot.6502;Av.DLNMpen.bh;12;480;8;10;2;12;20;98;2;80;83,3;1,6;10;1
tot.6513;Av.DLNMpen.by;11;481;8;9;2;12;20;98,2;1,8;80;81,8;1,6;10;1
tot.6522;Av.DLNMselect.none;7;485;8;5;2;12;20;99;1;80;71,4;1,6;10;1
tot.6532;Av.DLNMselect.bonf;5;486;9;4;1;12;10;99,2;0,8;90;80;1,8;10;1
tot.6542;Av.DLNMselect.bh;5;486;9;4;1;12;10;99,2;0,8;90;80;1,8;10;1
tot.6552;Av.DLNMselect.by;5;486;9;4;1;12;10;99,2;0,8;90;80;1,8;10;1
tot.6562;Av.DLNMselectback.none;7;485;8;5;2;12;20;99;1;80;71,4;1,6;10;1
tot.6572;Av.DLNMselectback.bonf;5;486;9;4;1;12;10;99,2;0,8;90;80;1,8;10;1
tot.6582;Av.DLNMselectback.bh;7;485;8;5;2;12;20;99;1;80;71,4;1,6;10;1
tot.6592;Av.DLNMselectback.by;5;486;9;4;1;12;10;99,2;0,8;90;80;1,8;10;1
tot.6602;Raw.ExWAS.none;35;461;4;29;6;13;60;94,1;5,9;40;82,9;0,9;10;1
tot.6613;Raw.ExWAS.MLM.none;6;485;9;5;1;13;10;99;1;90;83,3;1,8;10;1
tot.6622;Raw.Exwas.bon;2;489;9;1;1;13;10;99,8;0,2;90;50;1,8;10;1
tot.6632;Raw.Exwas.MLM.bon;0;490;10;0;0;13;0;100;0;100;0;2;10;1
tot.6642;Raw.ExWAS.bh;2;489;9;1;1;13;10;99,8;0,2;90;50;1,8;10;1
tot.6652;Raw.ExWAS.MLM.bh;0;490;10;0;0;13;0;100;0;100;0;2;10;1
tot.6662;Raw.ExWAS.by;2;489;9;1;1;13;10;99,8;0,2;90;50;1,8;10;1
tot.6672;Raw.ExWAS.MLM.by;0;490;10;0;0;13;0;100;0;100;0;2;10;1
tot.6682;Raw.ENET.min;15;479;6;11;4;13;40;97,8;2,2;60;73,3;1,2;10;1
tot.6692;Raw.ENET.opt;0;490;10;0;0;13;0;100;0;100;0;2;10;1
tot.6702;Raw.sPLS;5;486;9;4;1;13;10;99,2;0,8;90;80;1,8;10;1
tot.6713;Raw.sNPLS;2;490;8;0;2;13;20;100;0;80;0;1,6;10;1
tot.6722;Raw.MMPC;8;484;8;6;2;13;20;98,8;1,2;80;75;1,6;10;1
tot.6732;Raw.DSA;2;489;9;1;1;13;10;99,8;0,2;90;50;1,8;10;1
tot.6742;Av.ExWAS.none;22;472;6;18;4;13;40;96,3;3,7;60;81,8;1,3;10;1
tot.6752;Av.ExWAS.MLM.none;0;490;10;0;0;13;0;100;0;100;0;2;10;1
tot.6762;Av.Exwas.bon;2;489;9;1;1;13;10;99,8;0,2;90;50;1,8;10;1
tot.6772;Av.Exwas.MLM.bon;1;490;9;0;1;13;10;100;0;90;0;1,8;10;1
tot.6782;Av.ExWAS.bh;15;477;8;13;2;13;20;97,3;2,7;80;86,7;1,6;10;1
tot.6792;Av.ExWAS.MLM.bh;2;490;8;0;2;13;20;100;0;80;0;1,6;10;1
tot.6802;Av.ExWAS.by;0;490;10;0;0;13;0;100;0;100;0;2;10;1
tot.6813;Av.ExWAS.MLM.by;0;490;10;0;0;13;0;100;0;100;0;2;10;1
tot.6822;Av.ENET.min;5;486;9;4;1;13;10;99,2;0,8;90;80;1,8;10;1
tot.6832;Av.ENET.opt;0;490;10;0;0;13;0;100;0;100;0;2;10;1
tot.6842;Av.sPLS;4;487;9;3;1;13;10;99,4;0,6;90;75;1,8;10;1
tot.6852;Av.MMPC;3;489;8;1;2;13;20;99,8;0,2;80;33,3;1,6;10;1
tot.6862;Av.DSA;4;488;8;2;2;13;20;99,6;0,4;80;50;1,6;10;1
tot.6872;DLNMpen.none;29;465;6;25;4;13;40;94,9;5,1;60;86,2;1,3;10;1
tot.6882;DLNMpen.bonf;2;489;9;1;1;13;10;99,8;0,2;90;50;1,8;10;1
tot.6892;DLNMpen.bh;4;488;8;2;2;13;20;99,6;0,4;80;50;1,6;10;1
tot.6902;DLNMpen.by;0;490;10;0;0;13;0;100;0;100;0;2;10;1
tot.6913;DLNMselect.none;12;480;8;10;2;13;20;98;2;80;83,3;1,6;10;1
tot.6922;DLNMselect.bonf;6;486;8;4;2;13;20;99,2;0,8;80;66,7;1,6;10;1
tot.6932;DLNMselect.bh;6;486;8;4;2;13;20;99,2;0,8;80;66,7;1,6;10;1
tot.6942;DLNMselect.by;6;486;8;4;2;13;20;99,2;0,8;80;66,7;1,6;10;1
tot.6952;DLNMselectback.none;11;481;8;9;2;13;20;98,2;1,8;80;81,8;1,6;10;1
tot.6962;DLNMselectback.bonf;5;487;8;3;2;13;20;99,4;0,6;80;60;1,6;10;1
tot.6972;DLNMselectback.bh;5;487;8;3;2;13;20;99,4;0,6;80;60;1,6;10;1
tot.6982;DLNMselectback.by;5;487;8;3;2;13;20;99,4;0,6;80;60;1,6;10;1
tot.6992;DLNMselectforward.none;15;477;8;13;2;13;20;97,3;2,7;80;86,7;1,6;10;1
tot.7002;DLNMselectforward.bonf;7;485;8;5;2;13;20;99;1;80;71,4;1,6;10;1
tot.7013;DLNMselectforward.bh;15;477;8;13;2;13;20;97,3;2,7;80;86,7;1,6;10;1
tot.7022;DLNMselectforward.by;10;482;8;8;2;13;20;98,4;1,6;80;80;1,6;10;1
tot.7032;Av.DLNMpen.none;14;479;7;11;3;13;30;97,8;2,2;70;78,6;1,4;10;1
tot.7042;Av.DLNMpen.bonf;3;488;9;2;1;13;10;99,6;0,4;90;66,7;1,8;10;1
tot.7052;Av.DLNMpen.bh;5;486;9;4;1;13;10;99,2;0,8;90;80;1,8;10;1
tot.7062;Av.DLNMpen.by;5;486;9;4;1;13;10;99,2;0,8;90;80;1,8;10;1
tot.7072;Av.DLNMselect.none;6;485;9;5;1;13;10;99;1;90;83,3;1,8;10;1
tot.7082;Av.DLNMselect.bonf;3;488;9;2;1;13;10;99,6;0,4;90;66,7;1,8;10;1
tot.7092;Av.DLNMselect.bh;3;488;9;2;1;13;10;99,6;0,4;90;66,7;1,8;10;1
tot.7109;Av.DLNMselect.by;3;488;9;2;1;13;10;99,6;0,4;90;66,7;1,8;10;1
tot.7113;Av.DLNMselectback.none;8;483;9;7;1;13;10;98,6;1,4;90;87,5;1,8;10;1
tot.7122;Av.DLNMselectback.bonf;4;487;9;3;1;13;10;99,4;0,6;90;75;1,8;10;1
tot.7132;Av.DLNMselectback.bh;8;483;9;7;1;13;10;98,6;1,4;90;87,5;1,8;10;1
tot.7142;Av.DLNMselectback.by;4;487;9;3;1;13;10;99,4;0,6;90;75;1,8;10;1
tot.7152;Raw.ExWAS.none;62;437;1;53;9;14;90;89,2;10,8;10;85,5;0,2;10;1
tot.7162;Raw.ExWAS.MLM.none;14;480;6;10;4;14;40;98;2;60;71,4;1,2;10;1
tot.7172;Raw.Exwas.bon;7;487;6;3;4;14;40;99,4;0,6;60;42,9;1,2;10;1
tot.7182;Raw.Exwas.MLM.bon;4;489;7;1;3;14;30;99,8;0,2;70;25;1,4;10;1
tot.7192;Raw.ExWAS.bh;15;481;4;9;6;14;60;98,2;1,8;40;60;0,8;10;1
tot.7202;Raw.ExWAS.MLM.bh;10;484;6;6;4;14;40;98,8;1,2;60;60;1,2;10;1
tot.7213;Raw.ExWAS.by;8;486;6;4;4;14;40;99,2;0,8;60;50;1,2;10;1
tot.7222;Raw.ExWAS.MLM.by;5;488;7;2;3;14;30;99,6;0,4;70;40;1,4;10;1
tot.7232;Raw.ENET.min;96;402;2;88;8;14;80;82;18;20;91,7;0,5;10;1
tot.7242;Raw.ENET.opt;10;484;6;6;4;14;40;98,8;1,2;60;60;1,2;10;1
tot.7252;Raw.sPLS;9;485;6;5;4;14;40;99;1;60;55,6;1,2;10;1
tot.7262;Raw.sNPLS;31;465;4;25;6;14;60;94,9;5,1;40;80,6;0,9;10;1
tot.7272;Raw.MMPC;15;480;5;10;5;14;50;98;2;50;66,7;1;10;1
tot.7282;Raw.DSA;4;489;7;1;3;14;30;99,8;0,2;70;25;1,4;10;1
tot.7292;Av.ExWAS.none;42;455;3;35;7;14;70;92,9;7,1;30;83,3;0,7;10;1
tot.7302;Av.ExWAS.MLM.none;6;486;8;4;2;14;20;99,2;0,8;80;66,7;1,6;10;1
tot.7313;Av.Exwas.bon;8;483;9;7;1;14;10;98,6;1,4;90;87,5;1,8;10;1
tot.7322;Av.Exwas.MLM.bon;2;488;10;2;0;14;0;99,6;0,4;100;100;2;10;1
tot.7332;Av.ExWAS.bh;18;477;5;13;5;14;50;97,3;2,7;50;72,2;1;10;1
tot.7342;Av.ExWAS.MLM.bh;6;486;8;4;2;14;20;99,2;0,8;80;66,7;1,6;10;1
tot.7352;Av.ExWAS.by;9;482;9;8;1;14;10;98,4;1,6;90;88,9;1,8;10;1
tot.7362;Av.ExWAS.MLM.by;2;488;10;2;0;14;0;99,6;0,4;100;100;2;10;1
tot.7372;Av.ENET.min;79;418;3;72;7;14;70;85,3;14,7;30;91,1;0,7;10;1
tot.7382;Av.ENET.opt;0;490;10;0;0;14;0;100;0;100;0;2;10;1
tot.7392;Av.sPLS;2;489;9;1;1;14;10;99,8;0,2;90;50;1,8;10;1
tot.7402;Av.MMPC;9;484;7;6;3;14;30;98,8;1,2;70;66,7;1,4;10;1
tot.7413;Av.DSA;8;483;9;7;1;14;10;98,6;1,4;90;87,5;1,8;10;1
tot.7422;DLNMpen.none;55;442;3;48;7;14;70;90,2;9,8;30;87,3;0,7;10;1
tot.7432;DLNMpen.bonf;7;484;9;6;1;14;10;98,8;1,2;90;85,7;1,8;10;1
tot.7442;DLNMpen.bh;29;467;4;23;6;14;60;95,3;4,7;40;79,3;0,8;10;1
tot.7452;DLNMpen.by;2;488;10;2;0;14;0;99,6;0,4;100;100;2;10;1
tot.7462;DLNMselect.none;27;466;7;24;3;14;30;95,1;4,9;70;88,9;1,5;10;1
tot.7472;DLNMselect.bonf;3;488;9;2;1;14;10;99,6;0,4;90;66,7;1,8;10;1
tot.7482;DLNMselect.bh;14;478;8;12;2;14;20;97,6;2,4;80;85,7;1,6;10;1
tot.7492;DLNMselect.by;2;488;10;2;0;14;0;99,6;0,4;100;100;2;10;1
tot.7502;DLNMselectback.none;25;469;6;21;4;14;40;95,7;4,3;60;84;1,3;10;1
tot.7513;DLNMselectback.bonf;2;489;9;1;1;14;10;99,8;0,2;90;50;1,8;10;1
tot.7522;DLNMselectback.bh;12;480;8;10;2;14;20;98;2;80;83,3;1,6;10;1
tot.7532;DLNMselectback.by;1;489;10;1;0;14;0;99,8;0,2;100;100;2;10;1
tot.7542;DLNMselectforward.none;24;469;7;21;3;14;30;95,7;4,3;70;87,5;1,5;10;1
tot.7552;DLNMselectforward.bonf;19;473;8;17;2;14;20;96,5;3,5;80;89,5;1,7;10;1
tot.7562;DLNMselectforward.bh;24;469;7;21;3;14;30;95,7;4,3;70;87,5;1,5;10;1
tot.7572;DLNMselectforward.by;24;469;7;21;3;14;30;95,7;4,3;70;87,5;1,5;10;1
tot.7582;Av.DLNMpen.none;32;464;4;26;6;14;60;94,7;5,3;40;81,2;0,9;10;1
tot.7592;Av.DLNMpen.bonf;12;480;8;10;2;14;20;98;2;80;83,3;1,6;10;1
tot.7602;Av.DLNMpen.bh;32;464;4;26;6;14;60;94,7;5,3;40;81,2;0,9;10;1
tot.7613;Av.DLNMpen.by;26;470;4;20;6;14;60;95,9;4,1;40;76,9;0,8;10;1
tot.7622;Av.DLNMselect.none;15;477;8;13;2;14;20;97,3;2,7;80;86,7;1,6;10;1
tot.7632;Av.DLNMselect.bonf;3;487;10;3;0;14;0;99,4;0,6;100;100;2;10;1
tot.7642;Av.DLNMselect.bh;14;478;8;12;2;14;20;97,6;2,4;80;85,7;1,6;10;1
